"siteID","genus","collectDate","abundance"
"ARIK","Chrysops",2015-09-29 15:29:00,174.666666666667
"ARIK","Chrysops",2016-07-13 15:24:00,405.333333333333
"ARIK","Chrysops",2016-09-19 22:06:00,333.333333333333
"ARIK","Chrysops",2017-03-22 15:30:00,68
"ARIK","Chrysops",2017-10-10 15:05:00,32
"ARIK","Chrysops",2018-03-20 14:39:00,28
"ARIK","Chrysops",2018-07-12 13:00:00,174.666666666667
"ARIK","Chrysops",2018-10-02 13:26:00,540
"ARIK","Chrysops",2019-03-27 15:08:00,246.666666666667
"ARIK","Chrysops",2019-07-10 14:27:00,12
"ARIK","Cladopelma",2014-07-14 17:51:00,20
"ARIK","Cladopelma",2014-09-29 18:20:00,14353.3333333333
"ARIK","Cladopelma",2015-03-25 17:15:00,52
"ARIK","Cladopelma",2015-07-14 14:55:00,666.666666666667
"ARIK","Cladopelma",2015-09-29 15:29:00,92
"ARIK","Cladopelma",2016-07-13 15:24:00,166.666666666667
"ARIK","Cladopelma",2016-09-19 22:06:00,6758.66666666667
"ARIK","Cladopelma",2017-03-22 15:30:00,166.666666666667
"ARIK","Cladopelma",2017-07-12 17:27:00,1554.66666666667
"ARIK","Cladopelma",2017-10-10 15:05:00,112
"ARIK","Cladopelma",2018-03-20 14:39:00,24
"ARIK","Cladopelma",2018-07-12 13:00:00,8494.66666666667
"ARIK","Cladopelma",2018-10-02 13:26:00,4262.66666666667
"ARIK","Cladopelma",2019-03-27 15:08:00,2333.33333333333
"ARIK","Cladopelma",2019-07-10 14:27:00,532
"ARIK","Cladopelma",2019-10-01 19:42:00,8773.33333333333
"ARIK","Cladotanytarsus",2016-07-13 15:24:00,20
"ARIK","Cladotanytarsus",2017-07-12 17:27:00,166.666666666667
"ARIK","Cladotanytarsus",2018-07-12 13:00:00,1333.33333333333
"ARIK","Cladotanytarsus",2019-07-10 14:27:00,166.666666666667
"ARIK","Cladotanytarsus",2019-10-01 19:42:00,166.666666666667
"ARIK","Clinotanypus",2014-07-14 17:51:00,2726.66666666667
"ARIK","Clinotanypus",2014-09-29 18:20:00,4028
"ARIK","Clinotanypus",2015-07-14 14:55:00,500
"ARIK","Clinotanypus",2015-09-29 15:29:00,678.666666666667
"ARIK","Clinotanypus",2016-07-13 15:24:00,302.666666666667
"ARIK","Clinotanypus",2016-09-19 22:06:00,21518.6666666667
"ARIK","Clinotanypus",2017-03-22 15:30:00,64
"ARIK","Clinotanypus",2017-07-12 17:27:00,1218.66666666667
"ARIK","Clinotanypus",2017-10-10 15:05:00,164
"ARIK","Clinotanypus",2018-03-20 14:39:00,64
"ARIK","Clinotanypus",2018-07-12 13:00:00,1692
"ARIK","Clinotanypus",2018-10-02 13:26:00,378.666666666667
"ARIK","Clinotanypus",2019-03-27 15:08:00,500
"ARIK","Clinotanypus",2019-07-10 14:27:00,20
"ARIK","Clinotanypus",2019-10-01 19:42:00,210.666666666667
"ARIK","Coenagrion/Enallagma",2014-07-14 17:51:00,190.666666666667
"ARIK","Coenagrion/Enallagma",2014-09-29 18:20:00,616
"ARIK","Coenagrion/Enallagma",2015-07-14 14:55:00,8
"ARIK","Coenagrion/Enallagma",2015-09-29 15:29:00,4
"ARIK","Coenagrion/Enallagma",2016-07-13 15:24:00,670.666666666667
"ARIK","Copelatus",2015-07-14 14:55:00,4
"ARIK","Copelatus",2019-10-01 19:42:00,12
"ARIK","Corynoneura",2014-09-29 18:20:00,4
"ARIK","Corynoneura",2015-09-29 15:29:00,349.333333333333
"ARIK","Corynoneura",2018-07-12 13:00:00,218.666666666667
"ARIK","Corynoneura",2018-10-02 13:26:00,4
"ARIK","Corynoneura",2019-07-10 14:27:00,873.333333333333
"ARIK","Cricotopus",2014-07-14 17:51:00,6353.33333333333
"ARIK","Cricotopus",2015-03-25 17:15:00,206.666666666667
"ARIK","Cricotopus",2015-07-14 14:55:00,426.666666666667
"ARIK","Cricotopus",2016-07-13 15:24:00,314.666666666667
"ARIK","Cricotopus",2017-03-22 15:30:00,32
"ARIK","Cricotopus",2017-07-12 17:27:00,32
"ARIK","Cricotopus",2018-03-20 14:39:00,8
"ARIK","Cricotopus",2019-07-10 14:27:00,230.666666666667
"ARIK","Cricotopus/Orthocladius",2017-07-12 17:27:00,236
"ARIK","Cricotopus/Orthocladius",2017-10-10 15:05:00,657.333333333333
"ARIK","Cricotopus/Orthocladius",2018-03-20 14:39:00,952
"ARIK","Cricotopus/Orthocladius",2018-07-12 13:00:00,6966.66666666667
"ARIK","Cricotopus/Orthocladius",2018-10-02 13:26:00,1230.66666666667
"ARIK","Cricotopus/Orthocladius",2019-03-27 15:08:00,333.333333333333
"ARIK","Cricotopus/Orthocladius",2019-07-10 14:27:00,2333.33333333333
"ARIK","Cricotopus/Orthocladius",2019-10-01 19:42:00,341.333333333333
"ARIK","Cryptochironomus",2015-07-14 14:55:00,60
"ARIK","Cryptochironomus",2016-07-13 15:24:00,20
"ARIK","Cryptochironomus",2017-03-22 15:30:00,4
"ARIK","Cryptochironomus",2017-07-12 17:27:00,8172
"ARIK","Cryptochironomus",2018-03-20 14:39:00,8
"ARIK","Cryptochironomus",2018-07-12 13:00:00,726.666666666667
"ARIK","Cryptochironomus",2019-03-27 15:08:00,166.666666666667
"ARIK","Cryptochironomus",2019-07-10 14:27:00,917.333333333333
"ARIK","Cryptochironomus",2019-10-01 19:42:00,4504
"ARIK","Cryptotendipes",2016-07-13 15:24:00,166.666666666667
"ARIK","Cryptotendipes",2017-07-12 17:27:00,234.666666666667
"ARIK","Cryptotendipes",2018-07-12 13:00:00,4
"ARIK","Cryptotendipes",2019-03-27 15:08:00,666.666666666667
"ARIK","Cryptotendipes",2019-07-10 14:27:00,4
"ARIK","Cryptotendipes",2019-10-01 19:42:00,504
"ARIK","Culex",2014-09-29 18:20:00,4
"ARIK","Culex",2016-09-19 22:06:00,20
"ARIK","Culicoides",2014-07-14 17:51:00,4
"ARIK","Culicoides",2014-09-29 18:20:00,160
"ARIK","Culiseta",2014-09-29 18:20:00,28
"ARIK","Dasyhelea",2017-10-10 15:05:00,1616
"ARIK","Dasyhelea",2018-03-20 14:39:00,1597.33333333333
"ARIK","Dasyhelea",2018-10-02 13:26:00,7822.66666666667
"ARIK","Dasyhelea",2019-03-27 15:08:00,1698.66666666667
"ARIK","Dasyhelea",2019-10-01 19:42:00,1620
"ARIK","Dero",2016-07-13 15:24:00,804
"ARIK","Dero",2018-07-12 13:00:00,166.666666666667
"ARIK","Dero",2018-10-02 13:26:00,198.666666666667
"ARIK","Dero",2019-03-27 15:08:00,166.666666666667
"ARIK","Dero",2019-07-10 14:27:00,32
"ARIK","Dero",2019-10-01 19:42:00,4478.66666666667
"ARIK","Desmopachria",2014-07-14 17:51:00,276
"ARIK","Desmopachria",2015-07-14 14:55:00,44
"ARIK","Desmopachria",2015-09-29 15:29:00,337.333333333333
"ARIK","Desmopachria",2016-07-13 15:24:00,402.666666666667
"ARIK","Desserobdella",2016-07-13 15:24:00,4
"ARIK","Diamesa",2015-03-25 17:15:00,68
"ARIK","Diamesa",2017-03-22 15:30:00,536
"ARIK","Diamesa",2018-03-20 14:39:00,400
"ARIK","Diamesa",2019-03-27 15:08:00,108
"ARIK","Dicrotendipes",2014-07-14 17:51:00,12456
"ARIK","Dicrotendipes",2014-09-29 18:20:00,2666.66666666667
"ARIK","Dicrotendipes",2015-07-14 14:55:00,4666.66666666667
"ARIK","Dicrotendipes",2016-07-13 15:24:00,1010.66666666667
"ARIK","Dicrotendipes",2016-09-19 22:06:00,20
"ARIK","Dicrotendipes",2017-07-12 17:27:00,594.666666666667
"ARIK","Dicrotendipes",2018-07-12 13:00:00,7140
"ARIK","Dicrotendipes",2018-10-02 13:26:00,182.666666666667
"ARIK","Dicrotendipes",2019-07-10 14:27:00,100
"ARIK","Dicrotendipes",2019-10-01 19:42:00,433.333333333333
"ARIK","Dina",2016-07-13 15:24:00,12
"ARIK","Diplocladius",2014-07-14 17:51:00,533.333333333333
"ARIK","Diplocladius",2015-07-14 14:55:00,40
"ARIK","Diplocladius",2016-03-31 15:41:00,24
"ARIK","Diplocladius",2016-07-13 15:24:00,218.666666666667
"ARIK","Diplocladius",2017-03-22 15:30:00,80
"ARIK","Diplocladius",2017-10-10 15:05:00,32
"ARIK","Diplocladius",2018-03-20 14:39:00,20
"ARIK","Diplocladius",2019-07-10 14:27:00,730.666666666667
"ARIK","Diplocladius",2019-10-01 19:42:00,48
"ARIK","Dixella",2018-07-12 13:00:00,4
"ARIK","Donacia",2019-03-27 15:08:00,166.666666666667
"ARIK","Dubiraphia",2017-07-12 17:27:00,32
"ARIK","Dubiraphia",2018-03-20 14:39:00,8
"ARIK","Dubiraphia",2018-07-12 13:00:00,24
"ARIK","Dubiraphia",2018-10-02 13:26:00,56
"ARIK","Elophila",2014-09-29 18:20:00,40
"ARIK","Elophila",2015-09-29 15:29:00,4
"ARIK","Elophila",2016-09-19 22:06:00,174.666666666667
"ARIK","Endochironomus",2019-10-01 19:42:00,36
"ARIK","Enochrus",2014-09-29 18:20:00,12
"ARIK","Enochrus",2016-07-13 15:24:00,166.666666666667
"ARIK","Erioptera",2015-03-25 17:15:00,24
"ARIK","Erioptera",2017-03-22 15:30:00,80
"ARIK","Erioptera",2017-10-10 15:05:00,1061.33333333333
"ARIK","Erioptera",2018-03-20 14:39:00,8
"ARIK","Erioptera",2019-03-27 15:08:00,84
"ARIK","Erpobdella",2015-07-14 14:55:00,8
"ARIK","Erpobdella",2015-09-29 15:29:00,32
"ARIK","Erpobdella",2016-03-31 15:41:00,8
"ARIK","Erpobdella",2016-07-13 15:24:00,166.666666666667
"ARIK","Erpobdella",2017-10-10 15:05:00,4
"ARIK","Erpobdella",2018-07-12 13:00:00,4
"ARIK","Erpobdella",2019-07-10 14:27:00,24
"ARIK","Eukiefferiella",2017-03-22 15:30:00,166.666666666667
"ARIK","Eukiefferiella",2019-03-27 15:08:00,166.666666666667
"ARIK","Fallceon",2015-07-14 14:55:00,24
"ARIK","Fallceon",2016-07-13 15:24:00,32
"ARIK","Fallceon",2017-07-12 17:27:00,304
"ARIK","Fallceon",2018-07-12 13:00:00,12
"ARIK","Fallceon",2019-07-10 14:27:00,333.333333333333
"ARIK","Ferrissia",2017-10-10 15:05:00,16
"ARIK","Ferrissia",2018-07-12 13:00:00,24
"ARIK","Ferrissia",2018-10-02 13:26:00,8
"ARIK","Fossaria",2014-07-14 17:51:00,72
"ARIK","Fossaria",2014-09-29 18:20:00,2032
"ARIK","Fossaria",2015-03-25 17:15:00,48
"ARIK","Fossaria",2016-03-31 15:41:00,8
"ARIK","Fossaria",2017-03-22 15:30:00,408
"ARIK","Fossaria",2018-03-20 14:39:00,166.666666666667
"ARIK","Fossaria",2018-10-02 13:26:00,12
"ARIK","Gerris",2018-07-12 13:00:00,4
"ARIK","Glossiphonia",2014-07-14 17:51:00,682.666666666667
"ARIK","Glossiphonia",2015-03-25 17:15:00,166.666666666667
"ARIK","Glossiphonia",2015-07-14 14:55:00,8
"ARIK","Glossiphonia",2015-09-29 15:29:00,16
"ARIK","Glossiphonia",2016-07-13 15:24:00,8
"ARIK","Glossiphonia",2018-07-12 13:00:00,16
"ARIK","Glossiphonia",2019-07-10 14:27:00,24
"ARIK","Glyptotendipes",2018-10-02 13:26:00,174.666666666667
"ARIK","Glyptotendipes",2019-10-01 19:42:00,48
"ARIK","Goeldichironomus",2015-09-29 15:29:00,8
"ARIK","Goeldichironomus",2019-10-01 19:42:00,12
"ARIK","Gonomyia",2017-03-22 15:30:00,333.333333333333
"ARIK","Gonomyia",2018-03-20 14:39:00,28
"ARIK","Gyraulus",2015-07-14 14:55:00,333.333333333333
"ARIK","Gyraulus",2017-10-10 15:05:00,16
"ARIK","Gyraulus",2018-03-20 14:39:00,8
"ARIK","Gyraulus",2018-07-12 13:00:00,12
"ARIK","Gyraulus",2019-03-27 15:08:00,166.666666666667
"ARIK","Gyraulus",2019-10-01 19:42:00,12
"ARIK","Haliplus",2016-09-19 22:06:00,837.333333333333
"ARIK","Haliplus",2017-03-22 15:30:00,8
"ARIK","Hedriodiscus/Odontomyia",2017-10-10 15:05:00,4
"ARIK","Hedriodiscus/Odontomyia",2018-03-20 14:39:00,96
"ARIK","Hedriodiscus/Odontomyia",2019-10-01 19:42:00,24
"ARIK","Helicopsyche",2015-09-29 15:29:00,166.666666666667
"ARIK","Helisoma",2014-07-14 17:51:00,3397.33333333333
"ARIK","Helisoma",2014-09-29 18:20:00,4
"ARIK","Helisoma",2015-07-14 14:55:00,28
"ARIK","Helisoma",2016-07-13 15:24:00,32
"ARIK","Helisoma",2016-09-19 22:06:00,60
"ARIK","Helius",2018-03-20 14:39:00,4
"ARIK","Helobdella",2014-07-14 17:51:00,184
"ARIK","Helobdella",2014-09-29 18:20:00,500
"ARIK","Helobdella",2015-07-14 14:55:00,28
"ARIK","Helobdella",2015-09-29 15:29:00,4
"ARIK","Helobdella",2016-07-13 15:24:00,166.666666666667
"ARIK","Helobdella",2016-09-19 22:06:00,20
"ARIK","Helobdella",2017-07-12 17:27:00,108
"ARIK","Helobdella",2018-07-12 13:00:00,36
"ARIK","Helobdella",2019-07-10 14:27:00,12
"ARIK","Hemerodromia",2016-07-13 15:24:00,12
"ARIK","Heterosternuta",2014-09-29 18:20:00,1333.33333333333
"ARIK","Heterosternuta",2015-09-29 15:29:00,512
"ARIK","Heterosternuta",2016-07-13 15:24:00,8
"ARIK","Hyalella",2014-09-29 18:20:00,4
"ARIK","Hyalella",2016-03-31 15:41:00,12
"ARIK","Hyalella",2017-07-12 17:27:00,64
"ARIK","Hyalella",2018-07-12 13:00:00,124
"ARIK","Hyalella",2019-07-10 14:27:00,172
"ARIK","Hyalella",2019-10-01 19:42:00,12
"ARIK","Hydra",2014-07-14 17:51:00,500
"ARIK","Hydra",2015-03-25 17:15:00,28
"ARIK","Hydra",2016-03-31 15:41:00,16
"ARIK","Hydra",2016-09-19 22:06:00,160
"ARIK","Hydra",2017-03-22 15:30:00,12
"ARIK","Hydra",2019-03-27 15:08:00,166.666666666667
"ARIK","Hydra",2019-07-10 14:27:00,1666.66666666667
"ARIK","Hydra",2019-10-01 19:42:00,32
"ARIK","Hydrachna",2019-07-10 14:27:00,166.666666666667
"ARIK","Hydrobaenus",2014-07-14 17:51:00,333.333333333333
"ARIK","Hydrobaenus",2014-09-29 18:20:00,3686.66666666667
"ARIK","Hydrobaenus",2015-03-25 17:15:00,333.333333333333
"ARIK","Hydrobaenus",2015-09-29 15:29:00,333.333333333333
"ARIK","Hydrobaenus",2016-03-31 15:41:00,377.333333333333
"ARIK","Hydrobaenus",2016-07-13 15:24:00,560
"ARIK","Hydrobaenus",2017-03-22 15:30:00,1569.33333333333
"ARIK","Hydrobaenus",2017-07-12 17:27:00,333.333333333333
"ARIK","Hydrobaenus",2017-10-10 15:05:00,40
"ARIK","Hydrobaenus",2018-03-20 14:39:00,333.333333333333
"ARIK","Hydrobaenus",2018-07-12 13:00:00,666.666666666667
"ARIK","Hydrobaenus",2019-03-27 15:08:00,36
"ARIK","Hydrobaenus",2019-07-10 14:27:00,4
"ARIK","Hydrobaenus",2019-10-01 19:42:00,20
"ARIK","Hydrochus",2014-09-29 18:20:00,8
"ARIK","Hydroptila",2015-07-14 14:55:00,40
"ARIK","Hydroptila",2017-07-12 17:27:00,20
"ARIK","Hydrosmittia",2015-09-29 15:29:00,341.333333333333
"ARIK","Hydrosmittia",2017-10-10 15:05:00,212
"ARIK","Hydrovatus",2014-07-14 17:51:00,3645.33333333333
"ARIK","Hydrovatus",2014-09-29 18:20:00,540
"ARIK","Hydrovatus",2015-03-25 17:15:00,12
"ARIK","Hydrovatus",2015-07-14 14:55:00,56
"ARIK","Hydrovatus",2015-09-29 15:29:00,16
"ARIK","Hydrovatus",2016-03-31 15:41:00,12
"ARIK","Hydrovatus",2016-07-13 15:24:00,24
"ARIK","Hydrovatus",2016-09-19 22:06:00,20
"ARIK","Hydrovatus",2018-03-20 14:39:00,8
"ARIK","Hydrovatus",2018-07-12 13:00:00,4
"ARIK","Hydrovatus",2018-10-02 13:26:00,8
"ARIK","Hydrovatus",2019-07-10 14:27:00,88
"ARIK","Hydrozetes",2014-07-14 17:51:00,80
"ARIK","Hydrozetes",2014-09-29 18:20:00,1853.33333333333
"ARIK","Hydrozetes",2016-07-13 15:24:00,1833.33333333333
"ARIK","Hygrobates",2014-09-29 18:20:00,4
"ARIK","Hygrobates",2015-07-14 14:55:00,4
"ARIK","Hygrobates",2016-03-31 15:41:00,337.333333333333
"ARIK","Hygrobates",2016-07-13 15:24:00,4
"ARIK","Hygrobates",2019-03-27 15:08:00,12
"ARIK","Hygrotus",2019-03-27 15:08:00,20
"ARIK","Ilyodrilus",2018-03-20 14:39:00,12
"ARIK","Ilyodrilus",2019-03-27 15:08:00,166.666666666667
"ARIK","Ilyodrilus",2019-10-01 19:42:00,333.333333333333
"ARIK","Labrundinia",2017-07-12 17:27:00,172
"ARIK","Labrundinia",2018-07-12 13:00:00,16
"ARIK","Labrundinia",2019-07-10 14:27:00,341.333333333333
"ARIK","Laccophilus",2014-09-29 18:20:00,174.666666666667
"ARIK","Laccophilus",2015-09-29 15:29:00,4
"ARIK","Laccophilus",2016-09-19 22:06:00,20
"ARIK","Laccophilus",2019-10-01 19:42:00,88
"ARIK","Larsia",2014-07-14 17:51:00,4732
"ARIK","Larsia",2014-09-29 18:20:00,5216
"ARIK","Larsia",2015-03-25 17:15:00,848
"ARIK","Larsia",2015-07-14 14:55:00,104
"ARIK","Larsia",2015-09-29 15:29:00,178.666666666667
"ARIK","Larsia",2016-07-13 15:24:00,1485.33333333333
"ARIK","Larsia",2016-09-19 22:06:00,2000
"ARIK","Larsia",2017-03-22 15:30:00,833.333333333333
"ARIK","Larsia",2017-07-12 17:27:00,1688
"ARIK","Larsia",2017-10-10 15:05:00,684
"ARIK","Larsia",2018-03-20 14:39:00,44
"ARIK","Larsia",2018-07-12 13:00:00,56
"ARIK","Larsia",2018-10-02 13:26:00,341.333333333333
"ARIK","Larsia",2019-03-27 15:08:00,333.333333333333
"ARIK","Larsia",2019-07-10 14:27:00,116
"ARIK","Larsia",2019-10-01 19:42:00,884
"ARIK","Lauterborniella",2018-10-02 13:26:00,8
"ARIK","Lebertia",2014-09-29 18:20:00,4
"ARIK","Lebertia",2016-07-13 15:24:00,4
"ARIK","Lebertia",2017-03-22 15:30:00,20
"ARIK","Lebertia",2017-07-12 17:27:00,24
"ARIK","Lebertia",2017-10-10 15:05:00,166.666666666667
"ARIK","Lebertia",2018-07-12 13:00:00,512
"ARIK","Lebertia",2018-10-02 13:26:00,345.333333333333
"ARIK","Lebertia",2019-03-27 15:08:00,12
"ARIK","Lebertia",2019-07-10 14:27:00,2465.33333333333
"ARIK","Lebertia",2019-10-01 19:42:00,24
"ARIK","Libellula",2014-09-29 18:20:00,508
"ARIK","Libellula",2015-09-29 15:29:00,4
"ARIK","Libellula",2016-09-19 22:06:00,190.666666666667
"ARIK","Libellula",2019-10-01 19:42:00,166.666666666667
"ARIK","Limnephilus",2015-03-25 17:15:00,188
"ARIK","Limnephilus",2016-03-31 15:41:00,56
"ARIK","Limnephilus",2017-03-22 15:30:00,334.666666666667
"ARIK","Limnephilus",2018-03-20 14:39:00,16
"ARIK","Limnephilus",2019-03-27 15:08:00,60
"ARIK","Limnesia",2015-07-14 14:55:00,8
"ARIK","Limnesia",2019-07-10 14:27:00,4
"ARIK","Limnesia",2019-10-01 19:42:00,166.666666666667
"ARIK","Limnodrilus",2018-03-20 14:39:00,234.666666666667
"ARIK","Limnodrilus",2019-03-27 15:08:00,549.333333333333
"ARIK","Limnodrilus",2019-07-10 14:27:00,44
"ARIK","Limnophila",2015-03-25 17:15:00,12
"ARIK","Limnophyes",2014-09-29 18:20:00,112
"ARIK","Limnophyes",2015-03-25 17:15:00,545.333333333333
"ARIK","Limnophyes",2016-03-31 15:41:00,84
"ARIK","Limnophyes",2016-07-13 15:24:00,234.666666666667
"ARIK","Limnophyes",2017-03-22 15:30:00,104
"ARIK","Limnophyes",2017-10-10 15:05:00,40
"ARIK","Limnophyes",2018-03-20 14:39:00,20
"ARIK","Limnophyes",2018-10-02 13:26:00,56
"ARIK","Limnophyes",2019-03-27 15:08:00,12
"ARIK","Limnophyes",2019-07-10 14:27:00,12
"ARIK","Limnophyes",2019-10-01 19:42:00,8
"ARIK","Limonia",2014-07-14 17:51:00,16
"ARIK","Liodessus",2014-07-14 17:51:00,4
"ARIK","Liodessus",2015-09-29 15:29:00,8
"ARIK","Liodessus",2018-10-02 13:26:00,8
"ARIK","Liodessus",2019-03-27 15:08:00,12
"ARIK","Liodessus",2019-10-01 19:42:00,28
"ARIK","Lumbriculus",2014-07-14 17:51:00,196
