"siteID","genus","collectDate","year","month","abundance"
"ARIK","Eukiefferiella",2017-03-22 15:30:00,2017,3,166.666666666667
"ARIK","Eukiefferiella",2019-03-27 15:08:00,2019,3,166.666666666667
"ARIK","Fallceon",2015-07-14 14:55:00,2015,7,24
"ARIK","Fallceon",2016-07-13 15:24:00,2016,7,32
"ARIK","Fallceon",2017-07-12 17:27:00,2017,7,304
"ARIK","Fallceon",2018-07-12 13:00:00,2018,7,12
"ARIK","Fallceon",2019-07-10 14:27:00,2019,7,333.333333333333
"ARIK","Ferrissia",2017-10-10 15:05:00,2017,10,16
"ARIK","Ferrissia",2018-07-12 13:00:00,2018,7,24
"ARIK","Ferrissia",2018-10-02 13:26:00,2018,10,8
"ARIK","Fossaria",2014-07-14 17:51:00,2014,7,72
"ARIK","Fossaria",2014-09-29 18:20:00,2014,9,2032
"ARIK","Fossaria",2015-03-25 17:15:00,2015,3,48
"ARIK","Fossaria",2016-03-31 15:41:00,2016,3,8
"ARIK","Fossaria",2017-03-22 15:30:00,2017,3,408
"ARIK","Fossaria",2018-03-20 14:39:00,2018,3,166.666666666667
"ARIK","Fossaria",2018-10-02 13:26:00,2018,10,12
"ARIK","Gerris",2018-07-12 13:00:00,2018,7,4
"ARIK","Glossiphonia",2014-07-14 17:51:00,2014,7,682.666666666667
"ARIK","Glossiphonia",2015-03-25 17:15:00,2015,3,166.666666666667
"ARIK","Glossiphonia",2015-07-14 14:55:00,2015,7,8
"ARIK","Glossiphonia",2015-09-29 15:29:00,2015,9,16
"ARIK","Glossiphonia",2016-07-13 15:24:00,2016,7,8
"ARIK","Glossiphonia",2018-07-12 13:00:00,2018,7,16
"ARIK","Glossiphonia",2019-07-10 14:27:00,2019,7,24
"ARIK","Glyptotendipes",2018-10-02 13:26:00,2018,10,174.666666666667
"ARIK","Glyptotendipes",2019-10-01 19:42:00,2019,10,48
"ARIK","Goeldichironomus",2015-09-29 15:29:00,2015,9,8
"ARIK","Goeldichironomus",2019-10-01 19:42:00,2019,10,12
"ARIK","Gonomyia",2017-03-22 15:30:00,2017,3,333.333333333333
"ARIK","Gonomyia",2018-03-20 14:39:00,2018,3,28
"ARIK","Gyraulus",2015-07-14 14:55:00,2015,7,333.333333333333
"ARIK","Gyraulus",2017-10-10 15:05:00,2017,10,16
"ARIK","Gyraulus",2018-03-20 14:39:00,2018,3,8
"ARIK","Gyraulus",2018-07-12 13:00:00,2018,7,12
"ARIK","Gyraulus",2019-03-27 15:08:00,2019,3,166.666666666667
"ARIK","Gyraulus",2019-10-01 19:42:00,2019,10,12
"ARIK","Haliplus",2016-09-19 22:06:00,2016,9,837.333333333333
"ARIK","Haliplus",2017-03-22 15:30:00,2017,3,8
"ARIK","Hedriodiscus/Odontomyia",2017-10-10 15:05:00,2017,10,4
"ARIK","Hedriodiscus/Odontomyia",2018-03-20 14:39:00,2018,3,96
"ARIK","Hedriodiscus/Odontomyia",2019-10-01 19:42:00,2019,10,24
"ARIK","Helicopsyche",2015-09-29 15:29:00,2015,9,166.666666666667
"ARIK","Helisoma",2014-07-14 17:51:00,2014,7,3397.33333333333
"ARIK","Helisoma",2014-09-29 18:20:00,2014,9,4
"ARIK","Helisoma",2015-07-14 14:55:00,2015,7,28
"ARIK","Helisoma",2016-07-13 15:24:00,2016,7,32
"ARIK","Helisoma",2016-09-19 22:06:00,2016,9,60
"ARIK","Helius",2018-03-20 14:39:00,2018,3,4
"ARIK","Helobdella",2014-07-14 17:51:00,2014,7,184
"ARIK","Helobdella",2014-09-29 18:20:00,2014,9,500
"ARIK","Helobdella",2015-07-14 14:55:00,2015,7,28
"ARIK","Helobdella",2015-09-29 15:29:00,2015,9,4
"ARIK","Helobdella",2016-07-13 15:24:00,2016,7,166.666666666667
"ARIK","Helobdella",2016-09-19 22:06:00,2016,9,20
"ARIK","Helobdella",2017-07-12 17:27:00,2017,7,108
"ARIK","Helobdella",2018-07-12 13:00:00,2018,7,36
"ARIK","Helobdella",2019-07-10 14:27:00,2019,7,12
"ARIK","Hemerodromia",2016-07-13 15:24:00,2016,7,12
"ARIK","Heterosternuta",2014-09-29 18:20:00,2014,9,1333.33333333333
"ARIK","Heterosternuta",2015-09-29 15:29:00,2015,9,512
"ARIK","Heterosternuta",2016-07-13 15:24:00,2016,7,8
"ARIK","Hyalella",2014-09-29 18:20:00,2014,9,4
"ARIK","Hyalella",2016-03-31 15:41:00,2016,3,12
"ARIK","Hyalella",2017-07-12 17:27:00,2017,7,64
"ARIK","Hyalella",2018-07-12 13:00:00,2018,7,124
"ARIK","Hyalella",2019-07-10 14:27:00,2019,7,172
"ARIK","Hyalella",2019-10-01 19:42:00,2019,10,12
"ARIK","Hydra",2014-07-14 17:51:00,2014,7,500
"ARIK","Hydra",2015-03-25 17:15:00,2015,3,28
"ARIK","Hydra",2016-03-31 15:41:00,2016,3,16
"ARIK","Hydra",2016-09-19 22:06:00,2016,9,160
"ARIK","Hydra",2017-03-22 15:30:00,2017,3,12
"ARIK","Hydra",2019-03-27 15:08:00,2019,3,166.666666666667
"ARIK","Hydra",2019-07-10 14:27:00,2019,7,1666.66666666667
"ARIK","Hydra",2019-10-01 19:42:00,2019,10,32
"ARIK","Hydrachna",2019-07-10 14:27:00,2019,7,166.666666666667
"ARIK","Hydrobaenus",2014-07-14 17:51:00,2014,7,333.333333333333
"ARIK","Hydrobaenus",2014-09-29 18:20:00,2014,9,3686.66666666667
"ARIK","Hydrobaenus",2015-03-25 17:15:00,2015,3,333.333333333333
"ARIK","Hydrobaenus",2015-09-29 15:29:00,2015,9,333.333333333333
"ARIK","Hydrobaenus",2016-03-31 15:41:00,2016,3,377.333333333333
"ARIK","Hydrobaenus",2016-07-13 15:24:00,2016,7,560
"ARIK","Hydrobaenus",2017-03-22 15:30:00,2017,3,1569.33333333333
"ARIK","Hydrobaenus",2017-07-12 17:27:00,2017,7,333.333333333333
"ARIK","Hydrobaenus",2017-10-10 15:05:00,2017,10,40
"ARIK","Hydrobaenus",2018-03-20 14:39:00,2018,3,333.333333333333
"ARIK","Hydrobaenus",2018-07-12 13:00:00,2018,7,666.666666666667
"ARIK","Hydrobaenus",2019-03-27 15:08:00,2019,3,36
"ARIK","Hydrobaenus",2019-07-10 14:27:00,2019,7,4
"ARIK","Hydrobaenus",2019-10-01 19:42:00,2019,10,20
"ARIK","Hydrochus",2014-09-29 18:20:00,2014,9,8
"ARIK","Hydroptila",2015-07-14 14:55:00,2015,7,40
"ARIK","Hydroptila",2017-07-12 17:27:00,2017,7,20
"ARIK","Hydrosmittia",2015-09-29 15:29:00,2015,9,341.333333333333
"ARIK","Hydrosmittia",2017-10-10 15:05:00,2017,10,212
"ARIK","Hydrovatus",2014-07-14 17:51:00,2014,7,3645.33333333333
"ARIK","Hydrovatus",2014-09-29 18:20:00,2014,9,540
"ARIK","Hydrovatus",2015-03-25 17:15:00,2015,3,12
"ARIK","Hydrovatus",2015-07-14 14:55:00,2015,7,56
"ARIK","Hydrovatus",2015-09-29 15:29:00,2015,9,16
"ARIK","Hydrovatus",2016-03-31 15:41:00,2016,3,12
"ARIK","Hydrovatus",2016-07-13 15:24:00,2016,7,24
"ARIK","Hydrovatus",2016-09-19 22:06:00,2016,9,20
"ARIK","Hydrovatus",2018-03-20 14:39:00,2018,3,8
"ARIK","Hydrovatus",2018-07-12 13:00:00,2018,7,4
"ARIK","Hydrovatus",2018-10-02 13:26:00,2018,10,8
"ARIK","Hydrovatus",2019-07-10 14:27:00,2019,7,88
"ARIK","Hydrozetes",2014-07-14 17:51:00,2014,7,80
"ARIK","Hydrozetes",2014-09-29 18:20:00,2014,9,1853.33333333333
"ARIK","Hydrozetes",2016-07-13 15:24:00,2016,7,1833.33333333333
"ARIK","Hygrobates",2014-09-29 18:20:00,2014,9,4
"ARIK","Hygrobates",2015-07-14 14:55:00,2015,7,4
"ARIK","Hygrobates",2016-03-31 15:41:00,2016,3,337.333333333333
"ARIK","Hygrobates",2016-07-13 15:24:00,2016,7,4
"ARIK","Hygrobates",2019-03-27 15:08:00,2019,3,12
"ARIK","Hygrotus",2019-03-27 15:08:00,2019,3,20
"ARIK","Ilyodrilus",2018-03-20 14:39:00,2018,3,12
"ARIK","Ilyodrilus",2019-03-27 15:08:00,2019,3,166.666666666667
