"","uid","nightuid","namedLocation","domainID","siteID","plotID","trapCoordinate","plotType","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","trapStatus","trapType","collectDate","endDate","tagID","individualCode","taxonID","scientificName","taxonRank","identificationQualifier","identificationReferences","nativeStatusCode","sex","recapture","fate","replacedTag","lifeStage","testes","nipples","pregnancyStatus","vagina","hindfootLength","earLength","tailLength","totalLength","weight","larvalTicksAttached","nymphalTicksAttached","adultTicksAttached","bloodSampleID","bloodSampleBarcode","bloodSampleMethod","fecalSampleID","fecalSampleBarcode","fecalSampleCondition","earSampleID","earSampleBarcode","hairSampleID","hairSampleBarcode","hairSampleContents","voucherSampleID","voucherSampleBarcode","measuredBy","recordedBy","remarks","dataQF"
"11","1be7c5f9-6ae0-40b4-8fbf-7bd38eb7c93f","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","F6","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"2 - trap disturbed/door closed but empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"12","747742ce-fdc0-4f26-ad1f-c5ec8d212767","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","F9","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"13","a8afac84-e658-4ede-a719-7d8ca4a4f602","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","F8","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"14","36fc5d6a-f086-4d75-8dbf-959ddeb579a2","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","F10","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"15","3b72b082-a85c-4aa2-823a-89ba42324f6f","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","H10","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"16","a49656a8-eac2-495a-8bb6-e931ecd488e3","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","E3","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"17","cb805968-87a2-4499-bde4-16a11aecd4d3","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","C5","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"18","09366b71-92ed-40ad-bb73-4962c3c00892","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","C6","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"19","bcf7f337-a49a-4416-84e0-264a85badaad","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","C3","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"20","3a632293-e5a9-4827-8c6f-232cee7d1b68","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","C4","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"21","b87bb4ec-2e22-43d8-b818-21d9ca68f1ed","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","C9","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"22","1e3ba8e7-f3bd-4f04-b38d-61d8a26b8898","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","C7","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"23","c629b735-9826-4afa-ac59-d0877737f895","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","C8","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"24","9a17fa5d-b4eb-442b-a335-d1233f985dd3","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","B1","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"25","456ca5e5-04ea-4a54-80e4-4a8bf132ad34","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","E10","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"26","6ca7c7d9-706d-4309-8515-7098bc59b3a4","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","J9","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"27","2a055d5b-22c0-48bb-89c1-3ca9f0259da1","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","J8","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"28","35ee33c6-60ff-44c2-a7f5-6dfb3103c781","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","J7","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"29","9120e948-29f7-487c-b45e-49158b587b41","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","J6","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"30","a4cb5e9d-dcc9-49bb-9137-5d981e244661","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","J5","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"31","cc147e26-08c3-435a-acad-29bca4c9661d","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","J4","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"32","a4f6bd4a-1802-4fff-aa16-68201e86db77","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","C10","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"33","278407ab-9014-4dd8-bb87-e2ebd719612c","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","J3","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"34","9ca0a207-926d-4953-ba88-c82b338c76a9","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","J2","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"35","bfaaab66-4e1c-4ce1-8bc0-5ae706d0334d","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","J1","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"36","0f46ab72-f196-49a3-93d7-070673635ffd","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","B6","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"37","9eea548c-37f0-429f-9c93-4b34bcb3d67c","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","B7","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"38","ebde0437-e959-4b27-990b-a77609860f9d","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","B8","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"39","7196fa67-2b5b-49f4-a3af-079296b21b23","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","B9","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"5 - capture","ShermanLF","2014-05-28","2014-05-28","NEON.MAM.D01.R0312",NA,"PELE","Peromyscus leucopus","species","cf. species","NEON.DOC.001907","N","M","N","",NA,"adult","nonscrotal","","not","",21,15,88,NA,22,NA,NA,NA,"",NA,"unsuccessful","BART.20140528.R0312.F",NA,"fresh","BART.20140528.R0312.E",NA,"BART.20140528.R0312.H",NA,"hairAndWhisker","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"40","d610b62d-7c03-458b-93f9-c5b3b2b3e850","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","B2","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"41","625e4dba-9157-42af-bcc7-17cdba909c79","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","B3","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"42","4c4ec341-e39d-4951-92c4-3b5e9c8ea276","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","B4","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"43","b4c2c251-2270-42e5-9760-adcf180a301e","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","B5","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"44","5c9374c7-a5ac-40c1-8579-d71d96d1e1a7","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","G10","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"45","51664e00-213f-4212-a316-1b153d1227b0","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","I9","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"46","ae37cbe6-b0dc-48ba-8f42-b87e6ed1b28c","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","I6","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"47","456eb08e-63ae-4047-82e9-226bf89f454a","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","I5","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"48","e633ad84-fc9c-45f0-87fc-eee02314c104","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","I8","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"49","767ea7a8-89d0-4686-bff6-f373bb899d04","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","I7","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
"50","d8eab21e-d69f-4cb1-8607-fc3f21c24a95","4D6D7F1A63D24D2EB55447CB4CF4D235","BART_015.mammalGrid.mam","D01","BART","BART_015","I2","distributed","mixedForest",44.042898,-71.275059,"WGS84",45.2,422.8,0.3,"6 - trap set and empty","","2014-05-28","2014-05-28","",NA,"","","","","","","","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"","",NA,"",NA,"","",NA,"bchagnon@neoninc.org","gvanscoy@field-ops.org","",NA
